comment,cluster
"estou desde o dia 22 tentando resolver o problema do produto ter vindo com defeito, mas só me atendem no atendimento eletrônico.",0
Muito bom comprar com vcs,2
"A bolsa chegou rápido, apesar de eu ter q ir buscar em uma agência dos correios próxima de casa. É bem grande e linda, só as alças que deixaram a desejar, poderiam usar outro material pra alça",2
Espero que o efeito seja rápido como a entrega ,1
"Produto bom, entrega rápida
",1
"Só não foi ótima porque me deu um baita Susto. Entregaram só uma forma e depois de quatro dias entregaram a outra. Daí você diz OS CORREIOS 
Estão em greve. Mas são meus amigos quase vizinhos .",0
Produto entregue antes do prazo excelentes. ,3
Até o momento não recebi a mercadoria,0
A capa é grande e resistente. Gostei muito.,2
Entrega super Rápida e adorei as tesouras recomendo!,1
Não vou recomendar a loja porque não recebi o produto e consta que ainda está aguardando nota fiscal. A previsão era dia 16/02.,4
Muito satisfeito,1
Ótimo,1
"Chegou antes do prazo, produto cumpri o que promete",3
Recebi bem antes do prazo informado e o produto é de qualidade. Veio devidamente embalado e com nota fiscal.,0
"Gostei muito, entrega antes do prazo estipulado. Produto correto, sem avarias. Recomendarei com certeza.",3
gostei muito🤗,1
"Produto bom lindo chegou em um dia depois da compra.
",1
Estou muito satisfeita com o a entrega foi muito antes do esperado não gostei da luz do relógio e um laranja estranho que não clareia nada e outra tive que ver um tutorial de como ajustar a hora ,0
Pela experiência que já tenho na loja demorou um pouco mais do que o normal.,2
ENTREGA ANTES DO PRAZO.,3
Recebi um recado dizendo que o prazo para entregas na Região do Capão Redondo é diferente. NÃO DEVERIA SER.,2
"Duas rodinhas da base de um dos produtos não fixam, ou seja, basta empurrar a arara de roupas para elas saírem do eixo. Tive que colar com Tek Bond.",2
"Recebi mas quando eu abrir estava tudo amassado.

",2
"A bicicleta é boa, porém poderia ser melhor. O manual de instruções é em inglês e as correias que prendem o pé são curtas. O seletor de dificuldade também não funciona muito bem.",2
"Ficou faltando produto que encomendei. O pacote de chá recebi, mas as cápsulas não entregaram era no mesmo pedido.",0
Não tenho como avaliar até receber o produto. Espero que me dêem uma posição de qdo irão entrega-lo.,0
"Excelente produto.
Vendedor nota 1000",1
"Recebi, mas houve diferenças na orifício da câmera traseira, sensor digital, flash.Ficando fora de centro. ",2
vou continuar comprando aqui.,2
"Sempre comprei nas lannister, só que pela quarta vez está acontecendo atraso na entrega. Espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.",0
Ótimo ,1
Bom esperar o resultado,1
"Não temos um rastreamento eficiente e não sabemos porque não entregou , outras lojas que comprei sempre foi entregue antecipado , portanto não gostei é compro com vcs Diogo.",0
Gostei do produto e chegou antes do prazo.,3
O faqueiro é lindo e chegou antes do prazo.,3
"Custo x benefício, vale a pena.",2
foi tudo certo mais o radio nao funciona e muito ruim quero que me devolvam e deixe de credito,2
Funcionou perfeitamente.,1
"Já comprei nas lannister.com e nunca tive problema, porem dessa vez me entregaram o produto errado. solicito a troca do mesmo o pedido de nº 02-658697704",4
"Bom dia Recebi a película quebrada. 

Assim que eu recebi a película ja abri um chamado aqui no site mais ninguém me retornou. ",0
o produto veio quebrado,2
Chegou antes do prazo e o produto era o que eu esperava. ,3
otima loja,1
"Embora tenha pago R$88,46 (2 relógios e frete) só recebi um. Espero q vcs averiguem e me informem. Continuo aguardando",0
"Boa loja
",1
"O pincel chegou quebrado, não fiquei satisfeita com a mercadoria ",1
"Gostei do serviço, recomendo 😊só não chegou no prazo mas com 2 dias de diferença porem aceitável. ",3
"Índico e voltarei a comprar nesta loja , Excelente? !",0
"No site consta como produto entregue por´pem não recebi.
Gostaria de um retorno visto que o mesmo já foi pago
",4
"O serviço do site dessa vez foi otimo. 
Em relação ao produto + o frete = não tem uma boa relação custo benefício, pelo preço poderia ser melhor acabado, sporte tem apenas dois níveis de inclinação.",2
"O produto não chegou ainda, está em atraso.",0
Tudo foi como divulgado.,1
O produto chegou dentro do prazo. E do jeito que estava no anúncio. Recomendo atds.vou comprar outras vezes agora. Obgda. ,0
"Caixa tudo rasgada, carregador quebrado!",2
Super recomendo lannister. Entrega tudo no prazo. 🖒🖒👏👏👏,3
Muito corretos e de confiança!,1
Paguei por dois itens e só veio um.,0
Comprei outras vezes e todos foram entregues desta vez não recebi e o site informa q recebi,0
Excelente,1
 produto ja foi devolvido 1 vez por entrega com peças errad assim estornaram o valor para realizar outr compra retornei a compra do mesmo vendedor a cadeira veio correta desta vz porem n veio parafus,0
Não recebi ,0
Favor responder a tesoura de desfiar veio com defeito preciso trocar,0
"A mesa tem defeitos em sua tabua, e as pernas parecem que foram pintadas de ultima hora, as duas tabuas que ficam entre as pernas possuem tamanhos diferentes. Faltam parafusos, vieram 8 de 16.",2
"Recebemos o produto faltando peças.
MANDAMOS E-MAIL FAZENDO CONTATO E NÃO OBTIVEMOS RETORNO. ",4
"entregou no prazo, ainda não abri o produto pois é presente, aparentemente veio perfeiro",0
"Produto original, de excelente qualidade. Uma cor bonita bem viva e bem grosso. Eu recomendo. ",1
Tudo Correu bem e era o que eu queria,1
"Cartao que veio não foi o da foto, não era classe 10, além disso é falso, no teste que fiz em um aplicativo, não aparece marca e a capacidade do cartão é diferente,não funcionou nem no cel nem no comp",0
Produto muito bom,1
"Produto atrasado, loja não cumpre o q promete.",1
"SUPER RÁPIDA,SUPER RECOMENDO",1
Plena satisfação. ,0
mas ou menos,2
Quase um mês de atraso na entrega,0
.....,1
O papel enruga um pouco ao ser aplicado. Mas é de fácil aplicação,2
Gostei do produto e da entrega dentro do prazo estabelecido.,3
"A entrega chegou dentro do prazo contudo com uma certa demora, pois quando a entrega era feita pela a loja Americana o produto chegava bem antes da data prevista, acredito que da forma que esta o site",3
"gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18",4
ótimo material do produto. Parabéns,1
Um dos itens veio assado. Como o preço do produto é muito bom optei por não devolver. Mas cabe a observação para melhorarem o controle de qualidade.,2
"Produto chegou conforme o anunciado e antes do prazo, super recomendo",3
produto entregue antes do prazo,3
"Comprei como presente de natal, e a entrega estava prevista para janeiro, mas chegou super antes e deu tudo certo! Produto perfeito, da maneira como queria. Recomendo!",3
o produto era pra ter cegado até dia 18 e não chegou,0
otimo site,1
"Loja atenciosa, possui as melhores opções de pagamento seja a visto ou a prazo, mantendo o preço fixo do produto, além de garantir que seu produto chegue dentro do prazo previsto e o mais rápido possí",1
"O anuncio não foi claro , a imagem não condiz ... muito pequeno o pendente achei que era bem maior , não temproteção para a lampada ela fica exposta ... enfim tem que melhorar o anunciado",2
perfume falcificado,1
Ate momento produto funcionando,0
"Paguei o frete mais o produto não chegou em minha casa, tive q ir buscar nos correios.",2
"Adorei o produto, chegou antes do tempo estimado. Super recomendo.",3
"O atraso e não envio das mercadorias a residência destinatário é culpa da Loja ou das lannister, que cobra por um serviço que não ocorre? Este só ocorreu pq houve reclamação, o outro foi pego EBCT.",0
Entrega no prazo e ótimo produto.,3
"Não indico pra ninguem, já venceu o prazo e não me deram nenhuma satisfação",0
" Todas as vezes que comprei com vocês, obtive sucesso.",2
"Infelizmente, não veio gravado na torre do computador a etiqueta com o número de série e com o código de serviço. Também me negaram uma consulta sobre a instalação do PC. No mais foi excelente.",0
otimo bom,1
"Produto bom, com todas as características descritas de acordo, enfim, recomendo!!!",1
Passou o prazo de entrega e ate o momento não recebi o produto as lannister deveriam ter mais cuidado quando oferece produtos de outras lojas. Tenho que correr atrás agora comprar paga e não receber ,4
"Muito bom o produto e a entrega no tempo estimado, bem mais rápido do que o esperado.",1
"produto de ótima qualidade, entrega antes do prazo",3
Produto de boa qualidade. Recomendo.,1
"recebi ate antes do prazo previsto ! e de acordo com o produto comprado , obrigado e Deus abençoe , ok ?",3
"Ola, recebi na sexta feira só 1 pendente, código de rastreio OF225977937BR, porém comprei 2, inclusive na NF que veio junto esta marcado que são duas unidades, tenho fotos. Quando receberei o segundo?",0
"O relógio é muito bom, mas a pulseira não é tão boa.",1
"Produto de ótima qualidade, rapidez na entrega!",1
"Produto tem um tom de cor diferente da foto. Houve um problema em relação a entrega nos correios, mas a entrega foi feita antes do prazo. Não usei o produto ainda. Mas acredito que seja se boa qualida",0
Só ñ gostei pq o produto que comprei falaram que tinham ido na minha residência e ñ tinha ninguém e eu estava o tempo td na minha residência fora isso td certo ,4
"Muito bom produto, a descrição pode ser melhorada.",2
"Entrega muita rápida, recomendo a todos. ",1
"Entrega no prazo, mas não serviu para o meu Carro uma Zafira Expression automática, não lê praticamente nada.",0
O PRODUTO CHEGOU MUITO ANTES DO PRAZO!,3
Fiz um pedido com vários ítens os outros já chegaram e este AINDA NÃO CHEGOU NEM TEM COMO RASTREAR,4
Por enquanto ótimo serviço só falta chegar mais um produto q eu comprei e até agora não chegou mais ainda está no prazo,0
As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,2
RECOMENDO,1
Gostei do produto,1
"A qualidade não é excelente, mas pelo preço ta valendo. Produto igual como a foto e a entrega chegou no último dia, mas no prazo. Vamos ver com o uso, mas estou feliz pela compra =)))",2
"O PRODUTO NÃO ESTAVA DE ACORDO COM A FOTO ILUSTRATIVA.
FIQUEI DESEPICIONADA.",1
"Comprei 2 unidades com 10 panos de pratos cada,a nota fiscal veio com a quantidade certa só recebi 10 panos de pratos,espero receber uma resposta para minha dúvida,através do email não da p/ responder",4
"Produtos de qualidade, e chegou antes do prazo estipulado.",3
Comprei um chaveador RCA que veio com defeito no cabo RCA e em uma das saídas de áudio. A lannister pediu uns dias para resolver o problema mas nada feito. Retornei ao SAC e desligaram na minha cara.,0
Excelente,1
Rápido e conforme a descrição o produto ,1
Chegou em 4 dias super recomendo,3
O atraso na entrega prejudicou a obra,1
Muito bom,1
Ja é as egunda vez que tenho problemas com entregas,0
lannister sempre correspondeu minha expectativa como consumidor! Tenho uma grande relação comercial com essa grande empresa! ,2
"Apesar do frete caríssimo, foi tudo bem!",2
Minha namorada gostou muito.,1
Comprei dois intes e só chegou um,0
Otimo,1
Não recebi o produto e também não está disponível nos correios da minha cidade.,0
Pedido entregue dentro do prazo. ,3
Recomendo ,1
Produto de excelente aparência e acabamento. O desempenho será avaliado com o uso.,1
Recebi somente 1 unidade fiz a compra de duas. Cade a outra unidade,0
"Muito bom, chegou antes do prazo. ",3
"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!",2
O produto é otimo pena a entrega ser mto demorada .,1
Muito bom! ,1
"O lustre é lindo, leve,e de fácil instalação. ficou um charme em minha sala, eu super recomendo! ",2
Aguardo o produto,0
foi maravilhoso produto bem embalado sem defeitos entregue antes do combinado foi top amei recomendo com certeza.,3
Me foi entregue o modelo errado e não e original. Solicitei a devolução.,0
Por favor gostaria de saber da minha entrega,0
Infelizmente já comprei muitos produtos mais dessa vez me sinto insatisfeito com a demora da entrega é com a comunicação para resolver esse problema tanto pelo telefone com pela internet.,0
"Muito bom negociar com este parceiro. Recebemos o produto certo, na data combinada.",1
baratheon baratheon eu compro a mais de 20 anos anos baratheon eu nunca tive problema nenhum eu recomendo todas as minhas amigas Parabéns baratheon,0
Show,1
"Tudo entregue certo, só o tapete que era bem mais claro do que o da foto. Por isso dos 3 pontos ",1
Muito bom atendimento.,1
pedi dois relógios e até agora só recebi um.,0
sempre gostei de comprar com vocês mas estou chateada pela minha fritadeira que deu problemas e o correio esta em greve e acho que vcs deveriam coletar meu produto e mandar para assistência tecnica.,2
"Pessimo atendimento, sem canal de reclamação 
fornecedor ",0
a loja como sempre entrega no prazo mas o produto nao recomendo ele nao funcionou ate hoje e nao sei onde levar.,0
recebido ,0
Ótimo cobertor; e lindo; excelente qualidade; comprei 1 p mim; dei 1 p minha mãe; e p minha tia; mto confortável e quente. Entregue antes do prazo. Mto satisfeita. ,1
O produto foi entregue rápido.,3
material excelente alticima qulidade otimo,1
Tudo certo,1
"Óculos e um pouco fino a armação.
Mais o mesmo na loja onde fui ver estava R$380,00
Então estou no lucro a empresa entregou no prazo.
",0
"Qualidade, preço e prazo! parabéns, continuem nesse caminho. Muito obrigado!",1
"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",0
Satisfeita ,1
"O prazo apresentado no momento da compra era um, mas depois que efetuei o pagamento mudou sendo postergado para após o natal. E mesmo assim chegou dois dias depois do informado.",4
"Loja muito atenciosa com o pedido, mandou mensagem no Watts avisando que estaria postando no outro dia.",0
"Mercadoria uma porcaria, propaganda enganosa, não comprem.",0
otimo,1
"Fiquei satisfeito com o produto,a loja entregou todo certinho..indico a todos.",1
"Produto chego certo, só meu outro produto ainda não chego , ",0
Tudo como combinado,1
"A foto mostrada na oferta não condiz com o produto, qualidade muito ruim e aparencia muito estranha do produto",2
"Fiz o pedido e após vários dias já próximo a data de entrega informaram que o produto não estava disponível.
",4
"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",0
otimo,1
"Qualidade baixa mas serve para o que eu precisava.
O tecido é beeeem fininho...
Loja entregou antes do prazo.",1
Bom atendimento,1
Recebi o produto diferente do q comprei,2
"muito bom o produto, chegou rápido loja competente.",1
"Tudo perfeito, prazo exato e produto de acordo com minha expectativa",1
Até a presente data não recebi e ja paguei a primeira parcela do produto!!!!!,4
. Recomendo produto com qualidade prazo de entrega ótimo.,3
nao chegou o produto ate agora ja faz um mes e nada,4
bom,1
"Meus produtos chegaram bem antes da data prevista.
Muito bom comprar nesse site.",3
"Lindo relógio, perfeito...muito elegante...meu marido adorou!",1
Tudo OK,1
Não recebi o produto. Nem sabia que tinha sido uma loja diferente. Achei que tinha sido a stark.,0
O aparelho celular veio com um defeito na tele a o processador está muito ruim. ,2
Preço bom entrega rapida,1
O baratheon é o melhor site de todos... Já compro a anos. Muito bom,2
Bom.,1
"Chegou no prazo sem incidentes,exatamente oque foi pedido,a unica coisa q me incomodou um pouco é que assim que efetuei a compra demorou um pouco pra liberar o pedido.",2
Satisfeito com o produto...,1
A tinta da borda preta fica soltando na nossa mão bom que não saltar,2
Entrega do produto rápido.,3
"Produto entregue em conformidade com especificaçoes, com otimo prazo.",3
"Comorei como 4 litros, mas a capacidade real é de 3.5 litros.",2
"Bom produto, rápida entrega! Recomendo",1
Fui enganado por esse fornecedor. Não postou o produto até agora e nem nota fiscal. Não recomendo.,0
"Já recebi todas as outras, menos a vermelha, aguardando resposta suas. ",0
Recomendo,1
Entrega rápida. Produtos chegaram intactos.,3
"Produto ótimo, chegou antes do prazo ",3
"AINDA NÃO ENTREGOU TODO O PEDIDO, ALÉM DE TER MANDADO A NOTA FISCAL COM O TOTAL DOS ITENS, MANDOU NO FISICO EMBALAGENS SEPARADAS PARA 05UN. 03 CHEGARAM NUM DIA, 01 EM OUTRO E ESTÁ FALTANDO 01UN.",0
"Essa lanterna não atende bem o que esperamos , é uma lanterna boa ...mas não é o que eu gostaria...a loja entregou dentro do prazo e chegou tudo em perfeitas condições....",3
Comprei o produto acreditando ser um tapete mas é um banner de lona.,1
Eu recomendo o produto ameiii,1
Mas pena que o drone não funciona,2
"Disseram q foi entregue sem sucesso sendo q no dia ninguem tinha saído de casa, eu tive q abrir uma reclamação não loja para o produto ser reenviado.",0
Produto entregue antes do prazo determinado. Recomendo,3
Estou esperando o produto,1
"Realizei uma compra desse pendente e quando chegou em casa decidi comprar mais um para fazer a composição na mesa de jantar! Amei, só fiquei chateada de ter que pagar o frete 2 vezes!",2
Excelente! Entregou antes do prazo,3
Demora na entrega do produto,1
"Produto entregue antes do prazo estipulado, de qualidade superior a que eu imaginava, super aprovado e recomendado.",3
"Amei o kit , chegou com 8 dias q eu tinha pedido.. Muito bom , não faltou nenhum e veio sem nenhum defeito 👐",0
Recomendo!,1
"Comprei três potes da mesma linha só de tamanhos diferentes. Até hoje só o de 150 ml chegou, deveriam vir todos juntos.",2
"fiquei satisfeita com minha compra,com o produto baratheon é nota 10",1
Recebi até antes da data.,3
Bom,1
"Adoramos o produto, de excelente qualidade e linda! A entrega demorou um pouco, mas nada que desabone pois chegou dentro do prazo.",1
excelente atendimento,1
"Produto de excelente qualidade,mais o preço é exorbitante!!!",1
Não chegou minha colcha,0
"Recomendo, produto de ótima qualidade. Superou espectativas.",1
Quando a venda é efetuada pela própria loja a entrega é mais rápida. Mas chegou no limite.,1
"O produto veio em mal estado de limpeza, parecia já ter sido usado, o espelho riscado",2
Comprei 5 heasets GE e só chegaram 4. Mandei mensagem ao vendedor via stark no dia 05/01 e até agora nenhuma posição sobre o 5º item. No aguardo de alguma posição do vendedor ou do stark...,4
O produto aimda não chegou !,3
Pronta entrega do mesmo produto anunciado.,1
Gostei entregaram meu produto antes do prazo Obrigado ,3
"Entregue antes do prazo prometido, muito bom! Parabéns ",3
O produto na foto parece ser diferente do produto que chegou. Não gostei,2
"Muito rápido, tudo perfeito
",1
O pedido não foi entregue.,0
Chegou atrasado mas está valendo,1
"Comprei o produto com garantia estendida de um ano e o produto chegou totalmente quebrado, quero saber o procedimento de devolução o mais rápido possível ",0
Alojas lannister mantem parceiros que não agem como ela pois comprei 04 colchas de casal chenille e a empresa parceira só me encaminhou uma e nem o codigo de rastreamento das demais foi encaminhado .,0
O produto chegou no prazo e com a qualidade desejada.,1
"Muito obrigado! Rápida a entrega. Tudo certo. Recomendo. 
",1
revomendo.,1
Gosto do respeito e preocupação que vocês tem com os clientes! qualidade e agilidade,1
Gostei do produto e a entrega foi muito rápida!! ,1
"Consta que meu produto foi entregue ,porém não foi ",0
produto fraco,1
Ruim,2
Gostei muito chegou bem rápido. ,1
"Produto de acordo com a descrição, chegou sem problemas. Recomendo.",1
"Adorei esse cubo mágico, fácil manuseio e tamanho ideal. Acho que irei comprar agora o 3x3.",2
Tudo perfeito,1
"O tempo de entrega chegou até antes,eu estava muito ansiosa para receber o produto.chegou na caixa tudo certo,garantia e nota fiscal.achei até que fosse réplica por ser leve,mas é original.",1
sou cliente das lojas lannister faz tempo a loja cumpre o que fala otima,0
"Produto avariado, quebrado",1
E ainda não querem fazer o cancelamento ,4
Entrega prometida dentro do prazo,3
"Mandou o produto errado e ate hoje não entrou em contado para tentar solucionar o problema, Péssima loja.",4
"Foi anunciado um kit com doze pinceis de maquiagem, no entanto, recebi apenas um kit com 11. Ou seja, veio incompleto. Apesar de reclamar, até agora não tive uma resposta quanto a isso.",0
recebi antes do prazo e em ótimas condições,3
Produto de ótima qualidade e entrega super rápida!,1
"gostei do prazo de entrega, do atendimento e do produto. nota 10",1
Entregue no prazo. Tudo OK.,1
Otimo,1
"Realizei a compra do produto e o mesmo ainda se encontra em trânsito, o sistema de monitoramento se mercadoria é horrível e as atualizações não são diárias muito menos simultâneas. Péssimo.",0
"Excelente, recebi corretamente o produto.",1
Adorei meu produto.,1
"Produto de material de boa qualidade, porém as partes de metal achei de baixa qualidade, principalmente as parte do prendedor de metal da alça maior. mas nada que comprometa a qualidade da bolsa. ",2
"excelente ótimo produto entrega no prazo recomendo a todos ,,",3
"entrega feita antes do prazo estabelecido
",3
Produto enviado antes do prazo mas o horario que o correiro envio nao se encontrava ninguem em casa.,0
Foi dentro do prazo não tive nenhum problema,0
Ótima compra,1
"Estou totalmente insatisfeita, comprei dois produtos e está não foi entregue, estão cobrando no meu cartão, e nem se quer me deram uma satisfação, dando produto cancelando, mas não cancelado por mim, ",4
"Produto muito bom e fácil de montar.
",1
"Comprei internet em outras loja L/A S/A foi permitido receber na própria loja, agora não aceitaram a solicitação. Estou triste sem saber destino do produto pago e não recebido.",4
Produto entregue no prazo e correto.,3
"O produto foi entregue corretamente, e dentro do prazo. Gostei da mochila. Achei o produto simples, porém bonito. É uma mochila ótima para o meu dia a dia.",1
Eu não gostei demorou muito passou do prazo é o produto não chegou e por isso tou cancelando o pedid5,0
bom atendimento,1
Produto chegou antes do esperado e é de boa qualidade. Super gostei.,3
Produto muito bom e eficiente para quem gosta de andar de bike e precisa de gps.,1
O produto está quebrado,1
"Valor adequado para o produto. Só deixo a dica que se colocassem uns chaveiros de emoji ficaria perfeita. 
O frete por ser enviado pelo sedex PP que é uma das postagens mais baratas poderia ser baixa",2
"Amei, lindo! ",1
Adorei o produto e ao processo de compra foi perfeito.,1
Material bom.,1
Produto de ótima qualidade e chegou antes do prazo.,3
Recebi muitos dias antes da previsão. Recomendo!,3
ótima loja eu recomendo ,1
"Pedi a lapiseira 0,7 recebi 2.0",0
recomendo! tudo como esperado e dentro do prazo!,3
Muito bom recomendo,1
"efetuei a compra e recebi os produtos errados,, entrei em contato e não foi resolvido o problema, jamais comprarei ou indicarei a alguém que compre neste site, pois não é de confiança",4
"Solicito a troca do produto pelo pedido correto .
Produto comprado :Capa de máquina lava & seca LG 12Kg PRATA .
Produto recebido : Capa de máquina lava & seca LG 8,5 a 10KG PRATA ",0
Belo serviço ... Produto chegou inteiro ...5 litros de suco de uva bordô...,1
Chegou rápido e é um excelente produto. ,1
muito bom . recomendo a todos,1
Ainda não recebi o produto ,0
Recomendo.,1
Recebi tudo certo e antes do prazo previsto ;),3
Nota 10,1
Gostei da capa do Xbox,2
Muito bom recomendo,1
"Apenas um detalhe, a película de vidro não é recomendada para o Xperia XA1 pois a sua tela é abaulada e a película não adere nas margens. A película recomendada é de Gel. ",2
Adorei a compra e o vendedor !!!,1
"Na discriminação dizia que era de sisal, mas NÃO É. Vu dar entrada no PROCON.",4
Produto excelente!!,1
"Super recomendo. Fácil de usar, vem a bateria, é só plugar e usar. Recomemdo a todos!",2
Apreciei a rapidez da entrega e o valor do produto. ,1
"cubo bom, porem vem com os parafusos meio soltos .",2
"Produto veio ok, mas na descrição diz vir fonte e não vem. Só não funcionou o ps3, não sei se a fonte faz a diferença para isso, mas o resto, PC, Xbox, blu-ray funcionaram normalmente, então esta ok.",2
Chegou bem embalado. Tudo ok. ,1
Maravilhoso e pratico em sua colocação.,2
Vendedor super atencioso. Produto chegou quase 20 dias antes do prazo. Dentro das expectativas.,3
Muito bom,1
"Otimo produto,entrega imediata.",1
"Adorei, recomendo",1
"Comprar nas lojas lannister e Tudo de bom... 

Entrega rapida , Preco Bom !!! Somente o frete que deveria ser um pouco mais barato .... ",2
recebi o produto antes do prazo combinado,3
Ok,1
Recebi antes do prazo e o produto veio bem embalado só tenho a agradecer a vcs,3
.,1
"Recebi somente apenas 1 dos produtos, falta eu receber o Massageador Facial Anti-Idade Vibração Harmonização Energy",0
Otimo. Parabens. Bom trabalho.,1
Chegou antes do prazo! ,3
"Parabéns! Produto ótimo, cumpriu o que eu esperava e chegou bem antes do prazo da entrega.",3
Peço um produto por um código e vem outro totalmente diferente.,2
Até o momento foi satisfatório a compra ,0
Posso aceitar isso e meu coração continua aberto,0
O magnésio Dimalato Nutri Gold é muito agradável de tomar pois é mastigável e possui sabor delicioso. Com apenas duas cápsulas diárias atende 100% da necessidade.,0
Muito bom,1
Produto muito bom,1
Melhor loja...melhor transportadora...melhor produto,2
"Jamais imaginei ter que esperar mais de 60 dias por um produto, pagar por esse produto é o mesmo não chegar.",0
Até agora só transtorno por causa desse produto.,0
A embalagem do produto não veio devidamente lacrada . Não tenho certeza se é original ,1
"Estou satisfeito com a entrega no prazo, mas o box veio todo amassado. E gostaria de fazer uma troca por um box não avariado.",2
"O umbigo dificador é muito bom, bem como foi anunciado.",1
O produto é de qualidade chegou dentro do prazo e em perfeitas condições. Eu recomendo,3
Ótimo produto e entrega rápida.,1
"Recomendo a empresa.O produto tem preço bom e qualidade,só tive um problema, pois durante o transporte as peças ficaram esfregando nas outras e acabaram chegando raladas em vários locais.Melhore isso.",2
Poderiam disponibilizar o tamanho das pulseiras para que pudéssemos fazer a escolha certa. ,2
creio que o atraso e dos correios,0
"Tudo certo com o produto, fiquei muito satisfeita. ",1
site ótimo adorei a praticidade do site na hora de comprar!,2
Os correios fez uma tentativa pois eu não estava em casa era o dia do feriado do dia 12/10 voltou para agência tive que ir buscar na agencia.,4
Otima compra! Obrigada!,1
"Muito Bom , entregou bem antes do combinado nota 10 Sensacional ",3
"Preciso saber quando será entregue minha encomenda,está me atrapalhando essa demora",0
"chegou tudo certinho e produto de qualidade 
espero que seja sempre assim",1
ccccccccc cccccccc ccccc ccc,1
"Entrega em dois dias. Muito Rápido, em perfeito estado.",3
Muito Boa.,1
Recebi no prazo certo. Foi super rápido. ,3
Ainda não recebi,0
PRODUTO BOM,1
GOSTEI MUITO . OTIMO PRODUTO,1
Já comprei outras vezes e fui bem atendido.,0
"Adorei ótima loja meu pedido chegou rapidinho 
Eu recomendo lojas lannister.",1
Não recebi a mercadoria.,0
"Adquiri o produto através da lannister.com em 02/03/2018, mas o até esta data não recebi o produto.",0
loja muito boa,1
"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",2
Estou com sério problema fiz uma super compra pra vim faltando o meu produto ... e além do mais pagar um frete absurdo para ser entregue pra vim ainda com constrangimento ... quero que resolva logo,0
Pedido chegou super rápido e veio certinho.,1
Quero saber se vão entregar o produto ou não. Faz mais de 1 mês que eu comprei.,0
"Ambos produtos de boa qualidade.
",1
"Chegou no prazo, bem embalado. ",3
"O prazo de entrega é um pouco longo, tirando isso tudo perfeito. ",1
"Fiz um pedido de 2 cortinas iguais e só recebi uma e mais uma de outro modelo q ainda está pra ser entregue, e paguei pelas três...gostaria de saber se ainda vira a que está faltando.",0
"O relógio é simples, está ok. A embalagem veio amassada.",2
Produto entregue conforme o anunciado. ,1
"O kit é excelente e bonito tb, recebi antes do prazo e em perfeitas condições! Sou cliente das lojas lannister e ela nunca me decepciona!",1
"adorei o produto ,entega foi td como combinado,eu recomendo esta loja",1
Adorei surpe indico.,1
Pedi a manta oncinha mandaram uma parecida,0
"Ainda estou esperando , recebi um produto comprei 4 ",0
"Material horrível ,totalmente diferente do que apresenta na imagem e na descrição , não vale o valor .",2
"muito linda.Demorou muito em chegar até meu endereço ,mais valeu a pena. Linda",2
"O produto chegou com um pequeno defeito, que pode ter sido ocasionado no transporte, porém devido a urgência na instalação do mesmo, optei por ficar com ele mesmo assim.",2
"Pela segunda vez realizo compra, na primeira o produto não foi entregue alegando endereço incompleto. Repeti a compra. 1 mês e até o momento não recebi o produto",4
"Ainda não recebi o produto mesmo após incríveis 20 dias para a entrega. 
Mesmo pagando caro por uma simples capa de celular, esse tipo de situação acontece. Absurdo.",0
Adorei o produto.. pra mim é muito útil...bem o q eu precisava. Obrigada,2
Vaso lindo,1
O meu pedido ainda não chegou ,0
ENTREGA SUPER RÁPIDA,1
"Enviei três e-maiils para a empresa afiliada às Lojas lannister sobre uma posição quanto à entrega do produto, não recebi nenhum retorno. Quem me retornou foram as Lojas lannister para me explicar.",4
Estou a 3 dias em casa sem sair aguardando o produto e nada da entrega,0
produto otimo,1
Muito bom,1
Parabéns a lannister pelo excelente trabalho chegou td direitinho no prazo!!!,1
5,1
Gentileza entrar em contato URGENTE (71) 98500-7952,4
Muito bonito o relógio.,1
"Entrega super rápida e produto de ótima qualidade.
",1
"Eu ainda não recebi o produto, gostaria de saber o que aconteceu?? ",0
"pedi um produto e no lugar veio outro responsavel ficou de enviar p correto, estou aguardando",0
"Comprei o kit do carrinho com bebê conforto e a base e faltou o carrinho, quero uma resposta com urgência.",0
"comprei dois produtos, o primeiro recebi no prazo correto e o segundo não tive sequer uma satisfação até hoje, estou muito chateada!!!!",4
"Muito bom chegou bem antes do prazo, produto de ótima qualidade meu filho amou ",3
"EXCELENTE VENDEDOR JÁ EFETUEI ALGUMAS COMPRAS SEMPRE RECEBI EM PERFEITAS CONDIÇÕES, O PRODUTO DESTA COMPRA CHEGOU ANTES DO PRAZO MAXIMO PARA ENTREGA - RECOMENDO.",3
